"Mortality rate, infant (per 1,000 live births)"
"162","Uganda","104.4","..","101.6","..","101.6","..","74.4","..","52.7","..","49.5","..","46.5","..","43.9","..","41.0","..","39.2","..","37.7",".."
"88","Ukraine","16.6","..","17.3","..","15.7","..","12.5","..","10.1","..","9.6","..","9.2","..","8.8","..","8.4","..","8.1","..","7.8",".."
"34","United Arab Emirates","14.2","..","11.3","..","9.6","..","8.4","..","7.3","..","7.1","..","7.0","..","6.9","..","6.8","..","6.7","..","6.6",".."
"14","United Kingdom","7.9","..","6.1","..","5.5","..","5.1","..","4.4","..","4.2","..","4.1","..","3.9","..","3.8","..","3.7","..","3.7",".."
"13","United States","9.4","..","8.0","..","7.1","..","6.8","..","6.2","..","6.1","..","6.0","..","5.9","..","5.8","..","5.7","..","5.6",".."
"55","Uruguay","20.6","..","18.2","..","14.8","..","12.5","..","9.1","..","8.8","..","8.5","..","8.3","..","8.1","..","8.0","..","7.9",".."
"105","Uzbekistan","59.4","..","58.1","..","52.5","..","42.1","..","31.7","..","29.8","..","27.9","..","26.2","..","24.5","..","22.9","..","21.4",".."
"138","Vanuatu","29.2","..","25.3","..","24.0","..","23.8","..","24.4","..","24.4","..","24.5","..","24.3","..","24.0","..","23.6","..","23.1",".."
"78","Venezuela (Bolivarian Republic of)","24.8","..","22.1","..","18.5","..","15.9","..","14.7","..","14.7","..","14.7","..","14.6","..","14.5","..","14.3","..","14.0",".."
"116","Viet Nam","36.7","..","29.5","..","23.6","..","20.2","..","18.6","..","18.4","..","18.2","..","18.0","..","17.8","..","17.6","..","17.3",".."
"178","Yemen","88.4","..","79.5","..","68.9","..","54.6","..","43.8","..","43.3","..","43.2","..","43.2","..","43.2","..","43.2","..","43.2",".."
"144","Zambia","109.7","..","106.0","..","95.7","..","66.9","..","53.6","..","52.4","..","50.5","..","49.4","..","47.5","..","44.8","..","43.8",".."
"156","Zimbabwe","50.3","..","57.5","..","60.6","..","62.3","..","58.0","..","55.0","..","50.8","..","47.8","..","44.4","..","42.0","..","40.0",".."
"7","Hong Kong, China (SAR)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"17","Liechtenstein","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
""
"Last updated: January 29, 2019"
